album_id,title,record_type,record_label,critic_score,user_score,released,genres,tags,artists
509,Revival,LP,Shady,51.0,21.0,2017-12-15,"['Pop Rap', 'Rap Rock', 'Political Hip Hop', 'Conscious Hip Hop']","['political,  angry,  male vocals,  sampling,  vulgar,  boastful,  conscious,  rebellious,  sexual,  sentimental,  melodic,  introspective,  love,  rhythmic,  female vocals,  humorous']",['Eminem']
510,Kamikaze,LP,Aftermath,58.0,39.0,2018-08-31,"['Trap', 'Pop Rap', 'Hardcore Hip Hop']","['angry,  male vocals,  hateful,  vulgar,  boastful,  aggressive,  sampling,  energetic,  misanthropic,  pessimistic,  rhythmic,  rebellious,  sarcastic,  introspective,  satirical,  anxious']",['Eminem']
511,Music to Be Murdered By,LP,Shady,63.0,39.0,2020-01-17,"['Pop Rap', 'Trap', 'Hardcore Hip Hop', 'Horrorcore']","['male vocals,  angry,  violence,  boastful,  rhythmic,  aggressive,  energetic,  death,  drugs,  introspective,  hedonistic,  nocturnal,  sarcastic,  repetitive,  urban,  vulgar,  female vocals']",['Eminem']
512,Roman Candle,LP,Cavity Search,80.0,76.0,1994-07-14,"['Singer/Songwriter', 'Indie Folk', 'Contemporary Folk', 'Slowcore', 'Lo-Fi / Slacker Rock']","['melancholic,  lo-fi,  acoustic,  sombre,  depressive,  male vocals,  melodic,  raw,  angry,  alienation,  sad,  introspective,  serious,  autumn,  mellow,  bittersweet,  sparse,  poetic']",['Elliott Smith']
513,Elliott Smith,LP,Kill Rock Stars,90.0,78.0,1995-07-21,"['Singer/Songwriter', 'Indie Folk', 'Contemporary Folk']","['acoustic,  melancholic,  sad,  lo-fi,  lonely,  drugs,  male vocals,  bittersweet,  poetic,  sombre,  melodic,  alcohol,  depressive,  sparse,  angry,  alienation,  cold,  misanthropic']",['Elliott Smith']
515,XO,LP,DreamWorks,80.0,79.0,1998-08-25,"['Singer/Songwriter', 'Indie Pop', 'Chamber Pop', 'Indie Folk']","['melancholic,  melodic,  bittersweet,  male vocals,  alienation,  poetic,  warm,  introspective,  love,  angry,  self-hatred,  sad']",['Elliott Smith']
516,Figure 8,LP,DreamWorks,78.0,76.0,2000-04-18,"['Singer/Songwriter', 'Indie Pop', 'Chamber Pop', 'Indie Rock', 'Indie Folk']","['melancholic,  melodic,  male vocals,  bittersweet,  pessimistic,  poetic,  lush,  love,  self-hatred,  introspective,  breakup,  alienation,  warm,  depressive,  lonely,  longing,  serious']",['Elliott Smith']
517,From a Basement on the Hill,LP,Anti-,83.0,76.0,2004-10-19,"['Singer/Songwriter', 'Indie Rock', 'Indie Folk', 'Lo-Fi / Slacker Rock']","['melancholic,  melodic,  drugs,  depressive,  self-hatred,  dense,  male vocals,  pessimistic,  sad,  alienation,  dark,  introspective,  lonely,  bittersweet,  breakup,  misanthropic,  raw,  sombre,  passionate']",['Elliott Smith']
518,Some Gave All,LP,Mercury,58.0,37.0,1992-05-19,"['Country Pop', 'Contemporary Country', 'Heartland Rock', 'Pop Rock']","['patriotic,  breakup,  lonely,  anthemic,  sentimental,  male vocals']",['Billy Ray Cyrus']
520,Storm in the Heartland,LP,Mercury,55.0,49.0,1994-11-08,"['Country Pop', 'Contemporary Country']",[],['Billy Ray Cyrus']
522,Shot Full of Love,LP,Mercury Nashville,64.0,54.0,1998-11-03,['Country'],[],['Billy Ray Cyrus']
524,The Other Side,LP,Word,60.0,43.0,2003-10-28,"['Country Pop', 'CCM']",[],['Billy Ray Cyrus']
525,Home at Last,LP,Walt Disney,70.0,54.0,2007-07-24,"['Contemporary Country', 'Country Pop', 'Pop Rock']",['male vocals'],['Billy Ray Cyrus']
526,Back to Tennessee,LP,Lyric Street,37.0,45.0,2009-04-07,"['Contemporary Country', 'Country Pop']",['male vocals'],['Billy Ray Cyrus']
527,I'm American,LP,Buena Vista,,35.0,2011-06-28,"['Country Rock', 'Country']",['male vocals'],['Billy Ray Cyrus']
528,Change My Mind,LP,Blue Cadillac,80.0,45.0,2012-10-23,"['Contemporary Country', 'Country Pop', 'Country Rock']",['male vocals'],['Billy Ray Cyrus']
529,Thin Line,LP,Blue Cadillac,70.0,40.0,2016-09-09,"['Country Rock', 'Contemporary Country', 'Psychedelic Folk']",['male vocals'],['Billy Ray Cyrus']
530,Set the Record Straight,LP,,,30.0,2017-11-10,['Country'],['male vocals'],['Billy Ray Cyrus']
531,The SnakeDoctor Circus,LP,Broken Bow,40.0,37.0,2019-05-24,"['Country Rock', 'Contemporary Country']",[],['Billy Ray Cyrus']
532,Hard Core,LP,Big Beat,,65.0,1996-11-12,"['East Coast Hip Hop', 'Hardcore Hip Hop', 'Pop Rap']","['vulgar,  sexual,  female vocals,  drugs,  male vocals,  sampling,  atmospheric,  love,  boastful,  urban,  calm,  rhythmic,  repetitive,  crime,  playful']","[""Lil' Kim""]"
533,The Notorious KIM,LP,Queen Bee Entertainment,,69.0,2000-06-26,"['East Coast Hip Hop', 'Hardcore Hip Hop', 'Pop Rap', 'Hip House']","['sexual,  rhythmic,  calm,  female vocals,  sampling,  angry,  playful,  boastful,  repetitive,  crime,  atmospheric,  urban,  hedonistic,  introspective,  male vocals,  eclectic,  party,  heavy']","[""Lil' Kim""]"
534,La Bella Mafia,LP,Queen Bee,62.0,56.0,2003-03-04,"['East Coast Hip Hop', 'Gangsta Rap', 'Hardcore Hip Hop']","['crime,  rhythmic,  hedonistic,  male vocals,  female vocals,  party,  urban,  sampling,  playful,  boastful,  repetitive']","[""Lil' Kim""]"
535,The Naked Truth,LP,Queen Bee,60.0,53.0,2005-09-13,"['East Coast Hip Hop', 'Pop Rap']","['urban,  rhythmic,  vulgar,  male vocals,  female vocals,  party,  angry,  playful,  boastful']","[""Lil' Kim""]"
536,9,LP,eOne,63.0,37.0,2019-10-11,"['East Coast Hip Hop', 'Trap', 'Pop Rap']","['female vocals,  hedonistic,  sampling,  sexual,  nocturnal,  sentimental,  boastful,  urban,  atmospheric,  lush,  rhythmic,  repetitive']","[""Lil' Kim""]"
539,"Da Game Is to Be Sold, Not to Be Told",LP,No Limit,42.0,44.0,1998-08-04,"['West Coast Hip Hop', 'Gangsta Rap', 'Dirty South']","['hedonistic,  crime,  rhythmic,  vulgar,  sexual,  drugs,  boastful,  male vocals']",['Snoop Dogg']
540,No Limit Top Dogg,LP,No Limit,69.0,60.0,1999-05-11,"['West Coast Hip Hop', 'Gangsta Rap', 'G-Funk']","['boastful,  male vocals,  crime,  urban,  rhythmic']",['Snoop Dogg']
541,Tha Last Meal,LP,No Limit,62.0,59.0,2000-12-05,"['West Coast Hip Hop', 'Gangsta Rap', 'G-Funk']","['crime,  drugs,  boastful,  sexual,  urban,  male vocals,  energetic,  dark,  melodic']",['Snoop Dogg']
543,Paid tha Cost to Be da Bo$$,LP,Doggystyle,75.0,57.0,2002-11-26,"['Gangsta Rap', 'West Coast Hip Hop', 'G-Funk', 'Pop Rap']","['male vocals,  ominous']",['Snoop Dogg']
544,Ego Trippin',LP,Geffen,70.0,50.0,2008-03-11,"['West Coast Hip Hop', 'Pop Rap', 'Gangsta Rap']",[],['Snoop Dogg']
545,Malice n Wonderland,LP,Doggystyle,58.0,41.0,2009-12-08,"['West Coast Hip Hop', 'Pop Rap']",[],['Snoop Dogg']
546,More Malice,LP,Priority,,48.0,2010-03-23,"['West Coast Hip Hop', 'Pop Rap', 'Hardcore Hip Hop']",[],['Snoop Dogg']
547,Doggumentary,LP,Doggystyle,54.0,53.0,2011-03-29,"['Pop Rap', 'West Coast Hip Hop', 'Gangsta Rap']",[],['Snoop Dogg']
548,Bush,LP,Doggystyle,67.0,57.0,2015-05-12,"['Synth Funk', 'Pop Rap']","['summer,  playful,  melodic,  warm,  mellow,  male vocals,  uplifting,  party,  sexual,  drugs']",['Snoop Dogg']
552,Neva Left,LP,Doggystyle,74.0,55.0,2017-05-19,"['West Coast Hip Hop', 'G-Funk', 'Gangsta Rap']","['sampling,  male vocals,  rhythmic,  urban,  drugs,  mellow']",['Snoop Dogg']
554,I Wanna Thank Me,LP,Doggystyle,73.0,48.0,2019-08-16,"['West Coast Hip Hop', 'Gangsta Rap', 'Pop Rap', 'Hyphy', 'G-Funk']","['boastful,  male vocals']",['Snoop Dogg']
558,2Pacalypse Now,LP,Interscope,65.0,66.0,1991-11-12,"['West Coast Hip Hop', 'Conscious Hip Hop', 'Political Hip Hop', 'Gangsta Rap']","['angry,  urban,  political,  male vocals,  rebellious,  crime,  rhythmic,  passionate,  sampling,  raw,  conscious,  violence,  aggressive']",['2Pac']
559,Strictly 4 My N.I.G.G.A.Z.,LP,Interscope,85.0,65.0,1993-02-16,"['West Coast Hip Hop', 'Conscious Hip Hop', 'Gangsta Rap', 'Political Hip Hop', 'Hardcore Hip Hop']","['urban,  angry,  crime,  political,  male vocals,  violence,  rhythmic,  rebellious,  aggressive,  vulgar,  conscious,  raw']",['2Pac']
560,Me Against the World,LP,Interscope,79.0,74.0,1995-03-14,"['West Coast Hip Hop', 'Conscious Hip Hop', 'Gangsta Rap', 'G-Funk', 'Boom Bap']","['crime,  passionate,  sombre,  urban,  melancholic,  death,  introspective,  anxious,  drugs,  conscious,  serious,  male vocals,  poetic,  violence,  rebellious,  sentimental,  depressive,  existential,  pessimistic,  vulgar']",['2Pac']
561,All Eyez on Me,LP,Death Row,78.0,72.0,1996-02-13,"['West Coast Hip Hop', 'Gangsta Rap', 'G-Funk', 'Pop Rap', 'Hip Hop']","['crime,  urban,  boastful,  violence,  aggressive,  sampling,  male vocals,  death,  rhythmic,  vulgar,  energetic,  rebellious,  party,  passionate,  sexual,  hedonistic,  introspective,  angry,  love,  conscious,  raw']",['2Pac']
564,Better Dayz,LP,Interscope,60.0,61.0,2002-11-26,"['West Coast Hip Hop', 'Gangsta Rap']","['crime,  violence,  urban']",['2Pac']
565,Loyal to the Game,LP,Interscope,53.0,48.0,2004-12-14,"['West Coast Hip Hop', 'Gangsta Rap', 'Hardcore Hip Hop']",['drugs'],['2Pac']
566,Pac's Life,LP,Amaru,,34.0,2006-11-21,"['West Coast Hip Hop', 'Gangsta Rap', 'Pop Rap']",['male vocals'],['2Pac']
568,The Miseducation of Lauryn Hill,LP,Ruff House,98.0,78.0,1998-08-25,"['Neo-Soul', 'Contemporary R&B', 'East Coast Hip Hop', 'Conscious Hip Hop', 'Boom Bap']","['female vocals,  breakup,  romantic,  warm,  love,  passionate,  urban,  conscious,  rhythmic,  bittersweet,  melodic,  Christian,  sampling,  concept album,  eclectic,  introspective,  optimistic']",['Lauryn Hill']
569,The Chronic,LP,Interscope,95.0,76.0,1992-12-15,"['G-Funk', 'West Coast Hip Hop', 'Gangsta Rap']","['crime,  drugs,  urban,  vulgar,  violence,  sampling,  sexual,  boastful,  male vocals,  hedonistic,  rebellious,  humorous,  aggressive,  warm,  rhythmic,  summer,  party,  playful,  mellow,  dense,  repetitive']",['Dr. Dre']
570,2001,LP,Aftermath,78.0,73.0,1999-11-16,"['Gangsta Rap', 'West Coast Hip Hop']","['drugs,  sexual,  crime,  male vocals,  vulgar,  urban,  boastful,  rhythmic,  humorous,  party,  hedonistic,  sampling']",['Dr. Dre']
571,Compton,LP,Aftermath,79.0,62.0,2015-08-07,"['West Coast Hip Hop', 'Gangsta Rap', 'Pop Rap', 'Trap']","['urban,  drugs,  male vocals,  boastful,  rhythmic']",['Dr. Dre']
572,Iconology,EP,Atlantic,66.0,47.0,2019-08-23,"['Pop Rap', 'Southern Hip Hop', 'Contemporary R&B', 'Trap', 'Jersey Club']","['female vocals,  urban,  rhythmic,  party,  abstract,  playful,  love,  boastful']",['Missy Elliott']
573,Supa Dupa Fly,LP,Elektra Records,86.0,74.0,1997-07-15,"['Pop Rap', 'Southern Hip Hop', 'Contemporary R&B', 'Experimental Hip Hop']","['sexual,  party,  rhythmic,  female vocals,  sampling,  boastful,  urban,  sensual,  sarcastic,  mellow,  autumn']",['Missy Elliott']
575,Miss E ...So Addictive,LP,Goldmind,86.0,68.0,2001-05-15,"['Pop Rap', 'Southern Hip Hop', 'Contemporary R&B', 'Hip House']","['female vocals,  playful,  sexual,  energetic,  party,  drugs,  eclectic,  boastful']",['Missy Elliott']
576,Under Construction,LP,Goldmind,78.0,66.0,2002-11-12,"['Pop Rap', 'Southern Hip Hop', 'Contemporary R&B']","['female vocals,  party,  sampling,  boastful']",['Missy Elliott']
577,This Is Not a Test!,LP,Goldmind,75.0,65.0,2003-11-24,"['Pop Rap', 'Southern Hip Hop', 'Contemporary R&B']","['humorous,  rhythmic,  female vocals,  energetic,  party,  playful,  quirky,  sexual,  optimistic,  hedonistic,  boastful,  summer']",['Missy Elliott']
578,The Cookbook,LP,Goldmind,67.0,62.0,2005-07-05,"['Pop Rap', 'Southern Hip Hop', 'Contemporary R&B']","['warm,  female vocals,  playful,  energetic,  sexual,  humorous,  boastful,  rhythmic,  quirky,  party']",['Missy Elliott']
579,Age Ain't Nothing but a Number,LP,Jive,,66.0,1994-05-24,"['Contemporary R&B', 'New Jack Swing', 'Pop Rap', 'Pop Soul']","['female vocals,  soft,  soothing,  urban,  rhythmic,  mellow,  melodic,  ballad']",['Aaliyah']
580,Age Ain't Nothing but a Number,LP,Jive,,66.0,1994-05-24,"['Contemporary R&B', 'New Jack Swing', 'Pop Rap', 'Pop Soul']","['female vocals,  soft,  soothing,  urban,  rhythmic,  mellow,  melodic,  ballad']",['Aaliyah']
582,My Life,LP,Uptown,,68.0,1994-11-29,"['Contemporary R&B', 'Neo-Soul', 'Hip Hop', 'Smooth Soul', 'East Coast Hip Hop']",['female vocals'],['Mary J. Blige']
583,Share My World,LP,MCA,76.0,66.0,1997-04-22,"['Contemporary R&B', 'Neo-Soul', 'Pop Soul', 'Smooth Soul']",['female vocals'],['Mary J. Blige']
584,Mary,LP,MCA,50.0,68.0,1999-08-17,"['Contemporary R&B', 'Smooth Soul', 'Adult Contemporary', 'Neo-Soul']",['female vocals'],['Mary J. Blige']
585,No More Drama,LP,MCA,79.0,62.0,2001-08-28,"['Contemporary R&B', 'Neo-Soul', 'Pop Rap']",['female vocals'],['Mary J. Blige']
588,The Breakthrough,LP,Geffen,72.0,65.0,2005-12-20,"['Contemporary R&B', 'Neo-Soul', 'Hip Hop', 'Pop Rap', 'Pop Rock']","['female vocals,  passionate']",['Mary J. Blige']
589,Growing Pains,LP,Geffen,71.0,63.0,2007-12-11,"['Contemporary R&B', 'Hip Hop', 'Pop Soul', 'Adult Contemporary']",['female vocals'],['Mary J. Blige']
590,Stronger withEach Tear,LP,Geffen,63.0,54.0,2009-12-18,['Contemporary R&B'],['female vocals'],['Mary J. Blige']
593,Strength of a Woman,LP,Capitol,71.0,56.0,2017-04-28,"['Contemporary R&B', 'Alternative R&B', 'Neo-Soul']",['female vocals'],['Mary J. Blige']
595,Secrets,LP,LaFace,83.0,63.0,1996-06-18,"['Contemporary R&B', 'Smooth Soul', 'Adult Contemporary', 'Pop Soul']","['female vocals,  melodic,  romantic,  longing,  ballad,  sensual,  love,  soft']",['Toni Braxton']
596,The Heat,LP,LaFace,73.0,60.0,2000-04-25,"['Contemporary R&B', 'Pop', 'Adult Contemporary', 'Smooth Soul', 'Dance-Pop']","['female vocals,  melodic']",['Toni Braxton']
598,More Than a Woman,LP,Arista,74.0,60.0,2002-11-27,['Contemporary R&B'],"['introspective,  sensual,  rhythmic,  mellow,  female vocals,  warm,  urban,  love,  bittersweet,  sentimental']",['Toni Braxton']
599,Pulse,LP,Atlantic,75.0,54.0,2010-05-04,"['Contemporary R&B', 'Pop Soul', 'Adult Contemporary']",['female vocals'],['Toni Braxton']
602,Spell My Name,LP,Def Jam,66.0,60.0,2020-08-28,"['Contemporary R&B', 'Adult Contemporary', 'Pop Soul']","['passionate,  melodic,  romantic,  female vocals,  sensual,  love,  mellow,  introspective,  ballad,  breakup,  warm,  lush,  bittersweet,  melancholic']",['Toni Braxton']
604,Tidal,LP,Clean Slate,87.0,74.0,1996-07-23,"['Singer/Songwriter', 'Piano Rock', 'Art Pop', 'Jazz Pop']","['female vocals,  introspective,  melancholic,  sentimental,  longing,  melodic,  angry,  passionate,  sensual,  lonely,  nocturnal,  anxious,  love,  poetic,  breakup,  atmospheric,  lush']",['Fiona Apple']
605,When the Pawn,LP,Clean Slate,79.0,79.0,1999-11-09,"['Singer/Songwriter', 'Piano Rock', 'Art Pop', 'Chamber Pop', 'Jazz Pop']","['breakup,  melodic,  female vocals,  bittersweet,  poetic,  passionate,  sarcastic,  introspective,  longing,  romantic,  love,  angry,  rebellious,  rhythmic,  lush,  autumn']",['Fiona Apple']
606,Extraordinary Machine,LP,Clean Slate,78.0,72.0,2005-10-04,"['Singer/Songwriter', 'Piano Rock', 'Art Pop', 'Chamber Pop', 'Jazz Pop', 'Progressive Pop']","['female vocals,  breakup,  introspective,  melodic,  love,  lush,  rhythmic,  playful,  warm,  poetic,  bittersweet,  passionate,  progressive']",['Fiona Apple']
607,Fetch the Bolt Cutters,LP,Epic,93.0,74.0,2020-04-17,"['Art Pop', 'Singer/Songwriter', 'Progressive Pop', 'Piano Rock', 'Jazz Pop', 'Cabaret']","['raw,  female vocals,  passionate,  progressive,  rhythmic,  playful,  rebellious,  introspective,  angry,  poetic,  complex,  energetic,  melodic,  sarcastic,  triumphant,  protest,  manic,  quirky,  dense,  conscious,  anxious,  aggressive,  chaotic,  avant-garde']",['Fiona Apple']
608,Little Earthquakes,LP,EastWest,75.0,76.0,1992-01-06,"['Singer/Songwriter', 'Piano Rock', 'Art Pop']","['introspective,  female vocals,  poetic,  bittersweet,  melancholic,  passionate,  melodic,  rebellious,  sexual,  depressive,  lush,  sentimental,  mellow,  lonely,  autumn']",['Tori Amos']
609,Under the Pink,LP,EastWest,80.0,74.0,1994-01-31,"['Singer/Songwriter', 'Art Pop', 'Piano Rock']","['bittersweet,  female vocals,  melodic,  poetic,  lush,  sexual,  ballad,  mellow,  sentimental,  winter,  longing,  progressive,  passionate,  introspective']",['Tori Amos']
611,To Venus and Back,LP,Atlantic,64.0,70.0,1999-09-21,"['Art Pop', 'Downtempo', 'Alternative Rock', 'Piano Rock', 'Trip Hop', 'Electronic', 'Art Rock', 'Singer/Songwriter']","['melodic,  atmospheric,  female vocals,  dense,  poetic,  futuristic,  ethereal,  space,  surreal,  dark,  cold,  mysterious']",['Tori Amos']
612,Strange Little Girls,LP,Atlantic,69.0,,2001-09-18,"['Art Pop', 'Singer/Songwriter', 'Piano Rock', 'Alternative Rock', 'Chamber Pop', 'Art Rock', 'Downtempo']","['female vocals,  mellow,  eclectic,  introspective,  concept album']",['Tori Amos']
613,Scarlet's Walk,LP,Epic,,72.0,2002-10-29,"['Singer/Songwriter', 'Art Pop', 'Piano Rock', 'Soft Rock', 'Baroque Pop', 'Adult Contemporary']","['poetic,  lush,  calm,  female vocals,  melodic,  soft,  concept album,  atmospheric,  melancholic,  mellow,  introspective,  warm,  conscious']",['Tori Amos']
614,American Doll Posse,LP,Epic,72.0,63.0,2007-05-01,"['Singer/Songwriter', 'Alternative Rock', 'Art Pop', 'Country Rock', 'Piano Rock']","['melancholic,  melodic,  female vocals,  concept album,  conscious,  quirky,  passionate']",['Tori Amos']
615,Abnormally Attracted to Sin,LP,Universal Republic,64.0,59.0,2009-05-19,"['Singer/Songwriter', 'Piano Rock', 'Art Pop', 'Alternative Rock', 'Trip Hop']","['female vocals,  melodic,  sensual,  melancholic,  bittersweet,  mellow,  dark,  introspective']",['Tori Amos']
616,Midwinter Graces,LP,Universal Republic,70.0,56.0,2009-11-10,"['Christmas Music', 'Adult Contemporary']","['Christmas,  winter,  female vocals,  melodic,  peaceful']",['Tori Amos']
617,Night of Hunters,LP,Deutsche Grammophon,71.0,63.0,2011-09-20,"['Classical Crossover', 'Baroque Pop', 'Art Pop', 'Chamber Music']","['pagan,  forest,  nature,  nocturnal,  melodic,  complex,  melancholic,  string quartet,  poetic,  lush,  female vocals']",['Tori Amos']
618,Gold Dust,LP,Deutsche Grammophon,69.0,57.0,2012-10-02,"['Singer/Songwriter', 'Chamber Pop', 'Baroque Pop', 'Classical Crossover', 'Art Pop']","['melodic,  female vocals,  poetic,  orchestral']",['Tori Amos']
619,Unrepentant Geraldines,LP,Mercury Classics,70.0,63.0,2014-05-13,"['Singer/Songwriter', 'Pop Rock', 'Art Pop']","['female vocals,  soft,  melodic,  poetic,  ethereal,  conscious']",['Tori Amos']
620,Native Invader,LP,Decca,73.0,64.0,2017-09-08,"['Art Pop', 'Singer/Songwriter', 'Pop Rock', 'Chamber Pop']","['female vocals,  melodic,  atmospheric,  lush,  soft,  uncommon time signatures']",['Tori Amos']
621,Portrait of an American Family,LP,Nothing,53.0,62.0,1994-07-19,"['Industrial Rock', 'Alternative Metal', 'Industrial Metal']","['vulgar,  hateful,  aggressive,  dark,  energetic,  male vocals,  heavy,  misanthropic,  ominous,  scary,  disturbing,  playful,  satirical,  manic,  raw,  humorous,  violence,  rebellious,  anti-religious']",['Marilyn Manson']
622,Smells Like Children,EP,Nothing,43.0,52.0,1995-10-24,"['Industrial Rock', 'Industrial Metal', 'Alternative Metal', 'Field Recordings']","['dark,  disturbing,  ominous,  sexual,  male vocals,  vulgar,  satirical,  humorous,  sarcastic']",['Marilyn Manson']
623,Antichrist Superstar,LP,Nothing,83.0,70.0,1996-10-08,"['Industrial Rock', 'Industrial Metal']","['misanthropic,  anti-religious,  aggressive,  vulgar,  hateful,  concept album,  male vocals,  angry,  apocalyptic,  infernal,  pessimistic,  disturbing,  heavy,  dark,  nihilistic,  rebellious,  scary,  ominous,  energetic,  manic,  surreal,  noisy,  rock opera,  occult']",['Marilyn Manson']
624,Mechanical Animals,LP,Nothing,78.0,71.0,1998-09-15,"['Industrial Rock', 'Glam Rock']","['drugs,  male vocals,  concept album,  dark,  mechanical,  futuristic,  sexual,  pessimistic,  atmospheric,  nihilistic,  nocturnal,  ominous,  space,  passionate,  melancholic,  sombre,  heavy,  apocalyptic,  anxious,  anti-religious,  noisy,  sarcastic,  melodic,  breakup,  rebellious,  rock opera,  anthemic,  surreal,  depressive,  vulgar']",['Mar1lyn Man5on']
